ParticipantID,CouncilBudget,EnvSupport,TruthJustice,EquitableAccess,EasierTravel,WellBeing,AffordableLife,EconomySupport,Safety,CityDevelopment,MunicipalService,TaxEfficiency,OtherOption,DecreaseFunding,RedirectFunds,AlreadyFunded,UnequalBenefits,OtherGovFunding,NoLongerNeeded,ImproveEfficiency,NoLongerMeetsNeeds,OtherReason,ProvincialResp,FederalResp,LocalMPContact,FriendsContactMP,ProvincialConsultations,FederalConsultations,Petition,OtherAction,PostalCode,Age,Indigenous,Racialized,NewToCanada,HomelessExperience,LGBTQ,Disabled,LowIncome,NonEnglishFrench,NoneApply,OtherDemographics
8cbfcd8cd3197d9cf3a8790a5265f1a0,Animal services,0,0,0,0,1,0,0,0,0,0,0,0,Enforcement of bylaws and licensing,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M4C,30-54,0,0,0,0,0,0,0,0,1,0
1214d86de4035c21e53595326d5dee36,Police,0,0,0,0,0,0,0,1,0,1,1,0,"Maintaining roads, bike lanes and sidewalks",0,0,0,0,0,0,0,1,Undecided / Don’t Know,Undecided / Don’t Know,0,0,0,0,0,1,M5N,Prefer not to answer,0,0,0,0,0,0,0,0,0,1
7160766c8fdf85a78df1b378e7b3e025,Affordable housing and shelters,1,1,1,0,1,0,1,1,1,1,1,0,Police,1,1,0,0,0,0,1,1,Strongly agree,Strongly agree,0,0,1,1,1,0,m6p,30-54,0,0,0,0,1,1,0,0,0,1
53552b628d7b51bf4ef18086d4f8966d,Building permits and inspections,0,0,0,0,0,0,0,0,1,1,0,0,Promoting and supporting Toronto businesses,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M3H,20–29,0,0,0,0,0,0,0,0,1,0
8c8c2111da7fc4e6dad107f9868efa2a,Long-term care homes and services for seniors,0,0,1,0,1,1,0,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0,M9V,30-54,0,0,0,0,0,0,0,0,1,0
b982a8ca744395a06d7a634ea0adc25b,Affordable housing and shelters,0,0,0,0,0,1,1,1,1,1,1,0,Police,1,1,1,0,0,1,1,0,Strongly agree,Strongly agree,1,1,0,0,1,0,m2n,30-54,0,0,0,0,1,1,0,0,0,0
f7473b0a07928420b7dcb518c6bd888f,Parks and recreation,1,0,1,1,1,0,0,1,0,0,1,0,Parking,1,1,1,0,0,0,0,0,Undecided / Don’t Know,Strongly agree,1,0,0,1,1,0,M5v,20–29,0,0,0,0,0,0,0,0,1,0
013291d3f356d1664bb916fd407fd38a,Employment and social services,0,0,1,0,1,1,1,1,0,0,0,0,Animal services,1,1,0,0,1,0,1,0,Disagree,Strongly disagree,1,1,1,1,1,0,M5J,30-54,0,0,0,0,0,0,0,0,1,0
c878ef74e59f33df67ca12a96f3e9d3d,"Maintaining roads, bike lanes and sidewalks",1,0,0,1,0,0,0,0,0,1,1,0,Promoting and supporting Toronto businesses,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M1N,55-64,0,0,0,0,0,0,0,0,1,0
2b4a1bb433dc7e93c1c81dae7e214401,Planning and development,0,0,1,1,0,1,1,0,1,1,0,0,Parking,1,1,1,0,0,0,0,0,Strongly disagree,Strongly disagree,1,1,0,0,0,0,M5p,20–29,0,0,0,0,0,0,0,0,1,0
6359e5a8c1f453ae58e83719e56b8e1d,Planning and development,0,0,1,0,0,0,1,0,1,1,1,0,"Maintaining roads, bike lanes and sidewalks",0,1,1,0,1,1,0,0,Strongly agree,Strongly agree,0,0,0,0,0,1,m9b,55-64,0,0,0,0,0,0,0,0,1,0
296b25db1495c0a6ee5775d16bc2b35b,Long-term care homes and services for seniors,0,0,0,0,0,0,0,0,0,1,0,0,Enforcement of bylaws and licensing,1,0,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M1p,55-64,0,0,0,0,0,0,0,0,1,0
33dc5186368896684df920a15fe008b5,Building permits and inspections,0,0,0,0,0,1,0,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,0,0,0,0,0,0,0,Agree,Agree,1,1,1,1,1,0,M5C,30-54,0,1,0,0,0,0,0,0,0,0
cf4e76a0908e33bb467fcff588688f1d,TTC and Wheel Trans,1,0,1,1,0,1,0,0,0,1,1,0,Parking,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,1,0,1,1,0,0,M6s,30-54,0,0,0,0,0,0,0,0,1,0
b2bf09de0828fd62ffb0f7d88fb29da5,TTC and Wheel Trans,0,0,1,1,0,1,1,0,0,1,1,0,Police,1,1,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,0,1,M4K,65 and over,0,0,0,0,1,0,0,0,0,0
63b58a215008d56279ac5b825ef0da7e,Environment and climate,0,0,0,0,0,0,0,0,0,1,0,0,Police,1,0,0,0,0,0,0,0,Strongly agree,Agree,0,0,0,0,1,0,m4k,30-54,0,1,0,0,0,0,0,0,0,0
b3fda164c29005d79926b3155f1523eb,Promoting and supporting Toronto businesses,0,0,0,0,0,0,1,0,0,0,0,0,Environment and climate,0,0,0,1,0,0,0,0,Agree,Agree,0,0,1,0,0,0,M6S,55-64,0,0,0,0,0,0,0,0,1,0
825e90b42dfdda57ea0ee283bc5b905c,TTC and Wheel Trans,0,0,1,1,0,1,0,0,0,0,1,0,Promoting and supporting Toronto businesses,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M5G,30-54,0,0,0,0,0,0,0,0,1,0
4bb6eacaeef5abf2b64c874a851d1937,"Garbage, recycling and green bin",0,0,0,0,0,0,0,0,0,1,0,0,Promoting and supporting Toronto businesses,0,0,0,0,1,0,0,0,Agree,Agree,1,0,0,0,0,0,M5M,65 and over,0,0,0,0,0,0,0,0,0,1
1b1bb423e5f02ff8c12bbfcbf5de3429,Long-term care homes and services for seniors,0,0,0,0,0,0,0,0,0,0,0,1,Affordable housing and shelters,0,0,0,1,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,0,1,m8v,55-64,0,0,0,0,0,1,1,0,0,1
849e30c780571dfdd117543385d907ca,Police,0,1,0,1,1,1,0,1,1,1,1,1,Parking,0,0,1,0,0,0,0,1,Strongly agree,Strongly agree,1,1,0,0,1,1,M9R,30-54,0,0,0,0,0,0,0,0,1,0
11ac8ec034a5320bde9614f0a22fec8f,Affordable housing and shelters,0,0,1,0,0,0,1,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,0,1,1,0,0,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0,M8Y,55-64,0,0,0,0,0,0,0,1,0,0
0763cafd8ee4c268c24d73a4e8407823,Affordable housing and shelters,0,0,0,0,1,0,0,1,1,0,0,0,Promoting and supporting Toronto businesses,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,1,1,1,0,M1S,65 and over,0,0,0,0,0,0,0,0,1,0
8b09441540a65376bf58efa3d950ce93,TTC and Wheel Trans,0,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,1,0,0,Strongly agree,Strongly agree,1,0,0,0,1,0,M6S,20–29,0,0,0,0,0,0,0,0,1,0
320d4c836908dd183845607e939218a4,TTC and Wheel Trans,0,0,0,0,0,0,0,0,0,1,1,0,Affordable housing and shelters,0,0,0,0,0,0,0,1,Strongly agree,Strongly agree,1,1,1,1,1,0,M5V,Prefer not to answer,0,0,0,0,0,0,0,0,1,0
e28fef003b7e6f41848f31e41bca44d4,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,1,0,1,1,0,0,0,Promoting and supporting Toronto businesses,0,0,0,1,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,m5h,30-54,0,0,0,0,0,0,0,0,1,0
26f2ebf877c44b0c264f58697f424318,Police,0,0,0,0,0,0,0,1,0,1,1,0,TTC and Wheel Trans,1,1,1,0,1,1,1,0,Agree,Strongly agree,0,0,0,1,1,1,M6R,55-64,0,0,0,0,0,0,0,0,1,0
a0a5014f2cd86658dbdbedec7d077977,Police,0,1,1,0,1,1,0,1,1,1,1,0,"Maintaining roads, bike lanes and sidewalks",1,1,1,1,0,0,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0,M8X,Prefer not to answer,0,0,0,0,0,0,0,1,0,0
995f8ee86dfde3e69616a2cf2db4c9f3,"Maintaining roads, bike lanes and sidewalks",1,0,1,1,1,1,1,1,1,0,1,0,Promoting and supporting Toronto businesses,1,1,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M5V,55-64,0,0,0,0,0,1,0,0,0,0
a5e4a2b303c01810ac3ae6660a1746ff,TTC and Wheel Trans,1,0,0,1,0,1,0,1,1,1,1,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Strongly agree,0,1,0,1,0,0,M5A,30-54,0,0,0,0,0,0,0,0,1,0
ed00f984eaf3068624025e09ec708993,Public health,0,0,0,0,0,0,0,0,0,0,0,1,Animal services,1,0,0,0,0,0,0,0,Agree,Agree,0,0,0,0,1,0,m8z,30-54,0,0,0,0,0,0,0,0,1,0
4a691496e356364d4ca2c4919ddce52d,Environment and climate,0,0,0,0,0,0,0,0,0,1,0,0,Parking,0,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M6b,55-64,0,0,0,0,0,0,0,0,1,0
9de6163179f1d12bb97a68b39f843ab1,Public health,0,0,0,0,0,1,0,0,0,1,0,0,Environment and climate,1,0,0,0,1,1,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0,M6H,30-54,0,0,0,0,0,1,0,0,0,0
73c1e22a77dd8eab68d633250148ebe2,Affordable housing and shelters,0,1,1,0,1,1,0,0,0,0,0,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M6H,30-54,0,0,0,0,0,0,0,0,1,0
9d0cdac78cc65b7d29541b799f384d09,Building permits and inspections,0,0,1,0,0,0,0,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,0,0,0,0,0,0,0,Agree,Agree,1,1,1,1,1,0,M5S,30-54,0,0,0,0,0,0,1,0,0,0
9e0c0d245f705b9ff15e920ebb46956c,TTC and Wheel Trans,1,1,1,1,1,1,1,1,1,1,1,0,Environment and climate,1,1,0,1,0,0,0,0,Agree,Strongly agree,1,1,1,1,1,0,M5B,20–29,0,1,1,0,0,0,1,1,0,0
e057f981817978b4bfeb9787cbefffe9,Parking,0,0,0,0,0,0,0,0,0,0,0,1,"Community grants, partnerships and programs for youth",0,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,0,1,M5v,30-54,0,0,0,0,0,0,0,0,0,1
ef61ab787c93e2459383e0e758a21d44,"Maintaining roads, bike lanes and sidewalks",1,0,0,1,0,1,0,1,0,0,0,1,Environment and climate,0,0,0,0,0,1,0,1,Strongly agree,Strongly agree,0,0,0,0,1,0,m6k,30-54,0,0,0,0,0,0,0,0,1,0
546a84fc959230582b9ca98040e00427,Long-term care homes and services for seniors,0,0,1,0,1,1,0,0,0,1,1,0,Environment and climate,1,1,0,1,0,1,0,0,Disagree,Agree,1,1,0,0,1,0,M9p,30-54,0,0,0,0,0,0,0,0,1,0
69dad035888c93bf3b329beaa1be30ed,Affordable housing and shelters,0,0,0,0,0,0,0,0,0,1,0,0,"Maintaining roads, bike lanes and sidewalks",0,1,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M1p,55-64,0,0,0,0,0,0,0,0,1,0
11c653388d61f597a638782d7f66aafc,Police,0,1,1,0,0,0,0,1,0,1,0,0,"Arts, culture, entertainment and attractions",1,1,1,0,0,1,0,0,Agree,Strongly agree,1,1,1,1,1,0,M2R,20–29,0,0,0,0,0,0,1,1,0,0
d176e9b1faae406b715e08b474b14a14,Long-term care homes and services for seniors,0,0,1,0,1,1,0,0,0,0,0,0,Affordable housing and shelters,0,1,0,0,0,0,0,0,Agree,Agree,0,0,0,0,1,0,M1N,55-64,0,0,0,0,0,0,0,0,1,0
7631fbbf421333ed23e4eebb720e37c5,"Maintaining roads, bike lanes and sidewalks",1,0,1,1,1,0,1,1,1,1,1,0,Police,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,1,0,1,0,1,1,m4j,30-54,0,0,0,0,1,0,0,0,0,0
4233d57da438c7adf9053ee2ee028622,Police,0,1,1,0,0,0,1,1,1,1,1,0,Environment and climate,0,1,0,1,0,0,0,0,Agree,Agree,0,0,1,1,0,0,m9r,20–29,0,0,0,0,0,0,0,0,1,0
47d14692a8965442b798a97951537ec1,Environment and climate,1,0,0,1,0,1,1,1,1,0,1,0,Parking,1,0,1,0,0,0,0,1,Strongly agree,Strongly agree,1,0,0,0,0,0,m4w,30-54,0,0,0,0,0,0,0,0,1,0
acdaee34389f10c60f6ef70f939820ce,Affordable housing and shelters,0,0,1,0,1,1,1,1,1,0,0,0,"Community grants, partnerships and programs for youth",1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,1,1,0,m48,30-54,0,1,0,0,0,0,0,0,0,0
87ea3783403d1a664ae83e6c3e062e05,Affordable housing and shelters,0,0,0,0,0,1,1,0,0,1,0,1,Police,1,0,0,1,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M1J,20–29,0,1,1,0,0,0,1,1,0,0
5b00f6ecc74dbb30a93b73a7839bc2f6,Affordable housing and shelters,1,1,1,0,1,1,1,0,0,1,1,0,Police,0,1,1,0,0,1,0,0,Undecided / Don’t Know,Agree,0,1,0,0,0,0,M1J,30-54,0,0,0,0,1,1,1,0,0,0
0cfa51787c0a45c5309107b4fe975f01,Affordable housing and shelters,0,0,0,0,1,1,1,0,0,0,0,0,Parking,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M8Y,55-64,0,0,0,0,0,0,0,0,1,0
9e812b98a43fd33c51af0bc9f8a62959,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,0,0,1,Strongly agree,Strongly agree,1,1,0,0,1,0,m6g,30-54,0,0,0,0,0,0,0,0,1,0
947c391e01489116ea5e979de8c320bc,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Parking,1,1,1,0,0,0,0,1,Agree,Strongly agree,1,1,1,1,0,0,M2N,30-54,0,0,0,0,0,0,0,0,1,0
b30005565a723506c219b8e071eff8ed,TTC and Wheel Trans,1,1,1,1,1,1,1,1,1,1,1,0,Police,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,1,0,1,1,1,0,M5A,30-54,0,0,0,0,1,0,0,0,0,0
2437bebaeec2e4c9e4980bee85a05f77,Planning and development,1,1,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,1,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0,M5A,30-54,0,0,0,0,1,0,0,0,0,0
52a6fd26ac635b7bd93c259780bd7b95,Affordable housing and shelters,0,0,1,0,1,1,1,1,0,1,1,0,"Arts, culture, entertainment and attractions",1,0,1,1,0,0,0,0,Strongly agree,Strongly agree,1,1,1,1,1,1,M4P,55-64,0,0,0,0,0,0,0,0,1,0
18e36f54246ef97ca5eb24fd93786179,TTC and Wheel Trans,0,0,1,1,0,0,0,0,0,1,0,0,Libraries,1,1,1,1,0,1,0,0,Disagree,Disagree,1,0,0,0,0,0,M3M,65 and over,0,0,0,0,0,1,1,0,0,0
bb8bdb1991e9cf0eca9281fb58a33f89,"Arts, culture, entertainment and attractions",1,1,0,0,1,0,1,0,1,0,1,0,Police,1,1,1,0,0,1,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0,M6K,30-54,0,0,0,0,0,0,0,0,1,0
e7ff53079976d682c5ccb9d82e8977d4,TTC and Wheel Trans,1,0,1,1,1,1,1,0,0,1,0,0,Parking,1,1,1,0,1,0,0,0,Strongly agree,Strongly agree,0,0,1,1,0,0,M6S,30-54,0,0,1,0,0,0,0,1,0,0
89bf4fa27d0d3a3d17dbce1d9b84d932,Affordable housing and shelters,0,1,1,0,1,1,1,1,1,0,0,0,Parking,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,1,1,1,0,M5b,30-54,0,0,0,0,1,1,1,0,0,0
08f106758fdfa2c60936c358c763c81c,Affordable housing and shelters,0,1,1,0,1,0,0,1,0,1,1,0,Police,1,0,1,0,0,0,0,0,Agree,Agree,0,1,1,1,1,0,M6J,30-54,0,0,0,0,0,0,1,0,0,0
88d921c7d3e4d2e2f7e2382b8b096296,Building permits and inspections,0,0,0,1,0,0,1,0,1,0,0,0,Environment and climate,1,1,0,1,0,0,0,0,Agree,Agree,0,0,0,0,1,0,M1L,Prefer not to answer,0,0,0,0,0,0,0,0,1,0
85f765427b5ec85303d6fb62e73fb10f,"Arts, culture, entertainment and attractions",0,0,0,0,1,0,1,1,0,0,1,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Agree,1,1,1,1,1,0,M4L,30-54,0,0,0,0,1,0,0,0,0,0
fa76d5f09cb3a6736ba08239f3bee962,Environment and climate,0,0,0,0,0,0,0,0,0,0,1,0,Enforcement of bylaws and licensing,0,0,0,0,0,0,1,0,Undecided / Don’t Know,Undecided / Don’t Know,0,0,1,0,0,0,m4w,19-Oct,0,0,0,0,0,1,0,0,0,0
03623a334288cd12324a621716214b74,Affordable housing and shelters,0,1,1,0,1,1,1,0,1,0,1,0,Police,1,1,0,0,0,1,0,1,Strongly agree,Strongly agree,1,1,0,0,1,1,M1B,Prefer not to answer,0,1,0,0,1,0,0,0,0,0
b5e73d4cf66f5e6cc8d8976e6fefbfb8,TTC and Wheel Trans,1,1,1,1,1,1,1,1,1,1,1,0,Parking,1,1,1,0,1,0,1,1,Strongly agree,Strongly agree,1,1,1,1,1,0,M5T,20–29,0,0,1,0,0,0,0,0,0,0
fc4b1b946d9495fd98dbbc49ef8d9baf,Promoting and supporting Toronto businesses,0,0,0,0,0,1,1,0,1,0,1,0,Police,1,1,0,1,0,0,0,0,Strongly agree,Strongly agree,0,1,1,1,1,0,M5b,30-54,0,0,0,0,0,0,0,0,1,0
3061e746e810d072f2bcc2b36b0714ce,Affordable housing and shelters,0,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,1,0,1,0,0,Strongly agree,Strongly agree,0,0,1,1,1,0,M1E,20–29,0,1,0,0,0,0,0,0,0,0
be2c56721810d7313f039ca12643fe09,Enforcement of bylaws and licensing,0,0,1,1,1,1,0,1,1,1,1,1,Environment and climate,1,1,0,1,1,1,1,0,Strongly agree,Strongly agree,1,1,1,1,0,0,M9V,Prefer not to answer,0,0,0,1,0,1,1,0,1,0
20411fc5747633daaaf9aeff6d52117f,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Parking,1,1,1,0,0,0,1,0,Strongly agree,Strongly agree,1,0,1,1,1,0,M9M,19-Oct,0,0,0,0,1,0,1,0,0,0
1b057a2e892153608a0a90ba1ebe8d9b,"Maintaining roads, bike lanes and sidewalks",0,0,1,1,1,0,1,1,1,1,1,1,"Arts, culture, entertainment and attractions",1,0,0,0,0,1,0,1,Agree,Agree,0,0,1,1,0,1,M8w,Prefer not to answer,0,0,0,0,0,0,0,0,0,1
77daf80cbe63825c9078df161fd0a9bb,TTC and Wheel Trans,1,0,1,1,0,1,1,1,1,1,1,0,Police,1,1,1,0,1,0,1,1,Strongly agree,Strongly agree,0,0,0,0,0,1,M5B,20–29,0,0,0,0,0,0,1,0,0,0
2fabd8359d744a094e2b07f276c3bca0,TTC and Wheel Trans,1,0,0,1,0,1,0,0,0,1,1,0,Police,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M5R,30-54,0,0,0,0,0,0,0,0,1,0
629d67499335f60275c3d41bc953ffc5,"Arts, culture, entertainment and attractions",0,1,0,0,1,1,1,0,1,1,1,0,Police,1,1,1,0,0,1,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0,M5J,30-54,0,0,0,0,0,0,0,0,1,0
f8b28bea5f7ac514f910360e7c62e893,"Maintaining roads, bike lanes and sidewalks",1,0,1,1,1,0,0,1,1,1,1,0,Parking,1,1,1,0,1,0,0,0,Strongly agree,Strongly agree,0,0,1,1,0,0,M5V,20–29,0,1,0,0,0,0,0,0,0,0
b8a1202adced911629e19e1ba618798c,TTC and Wheel Trans,1,0,1,1,1,1,1,0,1,1,1,0,Police,1,1,1,0,0,1,0,0,Strongly agree,Strongly agree,0,0,1,1,1,0,M6J,20–29,0,0,0,0,0,0,0,0,1,0
5e45f75eb1e9e882e2131d734510af7f,Parks and recreation,1,0,0,0,1,0,0,0,0,1,1,0,Police,1,1,0,0,0,1,1,0,Strongly agree,Strongly agree,1,1,0,0,1,0,M5A,30-54,0,0,0,0,0,0,0,0,1,0
d0cdf6e7611abb5abed29e30bff82f3f,Planning and development,1,0,0,0,0,0,1,0,1,1,1,0,Environment and climate,1,0,0,0,0,0,0,0,Agree,Agree,1,1,1,1,1,0,m4s,20–29,0,0,0,0,1,0,0,0,0,0
9dc2ba92f5fb6adb70270b73169720aa,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,1,1,1,1,1,Strongly agree,Strongly agree,1,1,1,1,1,0,M6H,30-54,0,0,0,0,0,0,0,0,1,0
d796c4bdf4ebfd2f9cb303f488b32e21,TTC and Wheel Trans,1,1,1,1,1,1,1,1,1,1,1,0,Police,1,1,0,0,0,0,0,1,Strongly agree,Disagree,1,0,1,1,1,0,M4p,30-54,0,0,0,0,0,0,0,0,1,0
b390d7c2d090bbc268db3990f48f120e,Enforcement of bylaws and licensing,0,0,0,0,0,0,0,0,0,0,0,1,Police,0,0,0,1,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0,M4S,65 and over,0,0,0,0,0,0,0,0,1,0
dd88bf58ba129cc15a7f129eb0e7dde7,Environment and climate,1,0,0,0,0,0,0,1,0,0,0,0,Police,1,1,0,0,0,0,0,1,Strongly agree,Strongly agree,1,0,1,0,1,0,M6S,55-64,0,0,0,0,0,1,0,0,0,0
9f41fd21e2bad842b1bc9bd03c7a9d03,TTC and Wheel Trans,1,0,1,1,1,1,1,0,0,1,1,0,Police,1,1,0,0,0,1,1,1,Strongly agree,Strongly agree,0,1,1,1,0,0,m6h,20–29,0,0,0,0,1,0,1,0,0,0
16b037662a3882f36a5bd6a2dd2a66b8,Employment and social services,0,0,0,0,1,0,0,1,0,0,0,0,"Arts, culture, entertainment and attractions",1,0,1,1,0,0,0,0,Undecided / Don’t Know,Undecided / Don’t Know,0,0,0,0,1,0,M5M,30-54,0,1,0,0,0,1,0,0,0,0
06c669ad8ba7fce8efe013f9d816eda0,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Parking,1,0,1,0,1,1,1,0,Agree,Agree,0,0,0,0,0,1,M1N,65 and over,0,0,0,1,0,1,1,0,0,1
8ac4c0958ab41a77a105be261c0bf20d,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,1,1,1,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0,M7H,30-54,0,0,0,0,0,0,0,0,1,0
