ParticipantID,CouncilBudget,EnvSupport,TruthJustice,EquitableAccess,EasierTravel,WellBeing,AffordableLife,EconomySupport,Safety,CityDevelopment,MunicipalService,TaxEfficiency,OtherOption,DecreaseFunding,RedirectFunds,AlreadyFunded,UnequalBenefits,OtherGovFunding,NoLongerNeeded,ImproveEfficiency,NoLongerMeetsNeeds,OtherReason,ProvincialResp,FederalResp,LocalMPContact,FriendsContactMP,ProvincialConsultations,FederalConsultations,Petition,OtherAction
d6d8f5370846e5a2da135a2085c1c616,TTC and Wheel Trans,1,0,0,1,1,0,0,0,0,1,0,0,"Arts, culture, entertainment and attractions",1,1,0,0,0,0,0,0,Agree,Undecided / Don’t Know,0,0,1,1,0,0
e1819071bf1541fe87b2561ae7f11084,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
cfa7b188a4bd37c9089fd1f95d696a2a,Paramedics,0,0,0,0,1,0,0,0,0,1,1,0,Parking,0,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,1,0,0,0,0
9d760a8696ccbe80bb390acd9b742f62,Water treatment and distribution,0,0,0,0,0,0,0,0,0,1,0,0,Building permits and inspections,0,0,1,0,0,0,0,0,Agree,Agree,0,0,1,0,0,0
ab4d69e27ac02210e072a138a616d748,Employment and social services,0,0,0,0,1,0,0,0,0,0,0,0,Police,1,0,0,0,0,1,1,0,Undecided / Don’t Know,Undecided / Don’t Know,0,1,0,0,0,0
890db698e989df9fbf11767e6bfac346,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
04cfadb49e3bea23c8c50360b509af00,Fire services,0,0,1,0,0,0,0,1,1,1,1,1,"Arts, culture, entertainment and attractions",1,1,1,1,0,0,0,0,Strongly agree,Disagree,0,0,0,0,1,0
0e30613367efa81e94b8b6d7cc619def,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
ed96702db0ef4dab30edcc70ca77405d,TTC and Wheel Trans,0,0,1,1,0,0,1,1,1,1,0,0,Police,1,0,0,0,0,0,0,0,Strongly agree,Agree,0,1,0,0,1,0
b4061643da166865c18626912c1d34ac,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
b3da2293e30cc6ea5c2dc0053ee39a0b,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
c266ab4ebb616e70191c7ce02570ea06,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
7b6fa1d4191f1ccaeeb6c13405bd630b,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
730c220b9868ac01d58b42f1917ecd05,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
71e8980ddc6ffeaa554f63a95278112b,Paramedics,0,0,0,0,0,0,0,0,0,1,0,0,"Community grants, partnerships and programs for youth",0,0,0,1,0,0,0,0,Agree,Agree,0,0,0,0,0,1
aa49d8f2893acc8d61ac60fbcbbd72fa,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
6bcea7d3e95a3649d736f54e8d81a555,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
a45c1f8e6b25973b48e5e0675290995c,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
47e772fab45f538c648946dab555798a,Libraries,0,1,1,0,1,1,1,1,1,1,1,0,Police,1,1,0,0,0,1,1,0,Strongly agree,Strongly agree,0,0,0,0,0,0
26c2dc936a2822e1847542971a38017b,Enforcement of bylaws and licensing,0,0,0,0,0,0,1,0,0,0,0,0,"Community grants, partnerships and programs for youth",0,0,1,0,0,0,0,0,Undecided / Don’t Know,Undecided / Don’t Know,0,1,0,0,0,0
08ecb7e14698f7ded4df5f9c1738e7dc,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
ae6887f445ba153263b67ccdfaaf713b,Parks and recreation,0,0,0,0,1,0,0,0,0,0,0,0,Police,1,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,1,1
f188995c053d6409e0ee44f9d934c628,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
8cbfcd8cd3197d9cf3a8790a5265f1a0,Animal services,0,0,0,0,1,0,0,0,0,0,0,0,Enforcement of bylaws and licensing,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
c033d4792e73895d298fe9cde56ffa47,"Garbage, recycling and green bin",0,0,0,0,0,0,0,0,0,1,0,0,Parking,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
1214d86de4035c21e53595326d5dee36,Police,0,0,0,0,0,0,0,1,0,1,1,0,"Maintaining roads, bike lanes and sidewalks",0,0,0,0,0,0,0,1,Undecided / Don’t Know,Undecided / Don’t Know,0,0,0,0,0,1
9c3ceb22ff1d6bf311df1218043bbd29,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
cb48d685876d2cca283b8b9cea12f96f,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
7160766c8fdf85a78df1b378e7b3e025,Affordable housing and shelters,1,1,1,0,1,0,1,1,1,1,1,0,Police,1,1,0,0,0,0,1,1,Strongly agree,Strongly agree,0,0,1,1,1,0
53552b628d7b51bf4ef18086d4f8966d,Building permits and inspections,0,0,0,0,0,0,0,0,1,1,0,0,Promoting and supporting Toronto businesses,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
469faf2b8252bc2462cc54552e3ae623,"Maintaining roads, bike lanes and sidewalks",0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
372971f06efea9ea8b51a2e519962d8b,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
8c8c2111da7fc4e6dad107f9868efa2a,Long-term care homes and services for seniors,0,0,1,0,1,1,0,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0
b982a8ca744395a06d7a634ea0adc25b,Affordable housing and shelters,0,0,0,0,0,1,1,1,1,1,1,0,Police,1,1,1,0,0,1,1,0,Strongly agree,Strongly agree,1,1,0,0,1,0
f7473b0a07928420b7dcb518c6bd888f,Parks and recreation,1,0,1,1,1,0,0,1,0,0,1,0,Parking,1,1,1,0,0,0,0,0,Undecided / Don’t Know,Strongly agree,1,0,0,1,1,0
013291d3f356d1664bb916fd407fd38a,Employment and social services,0,0,1,0,1,1,1,1,0,0,0,0,Animal services,1,1,0,0,1,0,1,0,Disagree,Strongly disagree,1,1,1,1,1,0
c878ef74e59f33df67ca12a96f3e9d3d,"Maintaining roads, bike lanes and sidewalks",1,0,0,1,0,0,0,0,0,1,1,0,Promoting and supporting Toronto businesses,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
da9590db75e98f6dc9525883f276eba5,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
b31d7293f1e2c31f3db6deef72f4da7d,Affordable housing and shelters,0,0,0,0,0,1,0,0,1,0,0,0,"Arts, culture, entertainment and attractions",0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
2b4a1bb433dc7e93c1c81dae7e214401,Planning and development,0,0,1,1,0,1,1,0,1,1,0,0,Parking,1,1,1,0,0,0,0,0,Strongly disagree,Strongly disagree,1,1,0,0,0,0
6359e5a8c1f453ae58e83719e56b8e1d,Planning and development,0,0,1,0,0,0,1,0,1,1,1,0,"Maintaining roads, bike lanes and sidewalks",0,1,1,0,1,1,0,0,Strongly agree,Strongly agree,0,0,0,0,0,1
296b25db1495c0a6ee5775d16bc2b35b,Long-term care homes and services for seniors,0,0,0,0,0,0,0,0,0,1,0,0,Enforcement of bylaws and licensing,1,0,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
0fff9ad3a6e2b33bb72524f643e7bf6f,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
08262305dc3185746b46c9b37fa5ac1a,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
33dc5186368896684df920a15fe008b5,Building permits and inspections,0,0,0,0,0,1,0,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,0,0,0,0,0,0,0,Agree,Agree,1,1,1,1,1,0
cf4e76a0908e33bb467fcff588688f1d,TTC and Wheel Trans,1,0,1,1,0,1,0,0,0,1,1,0,Parking,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,1,0,1,1,0,0
b2bf09de0828fd62ffb0f7d88fb29da5,TTC and Wheel Trans,0,0,1,1,0,1,1,0,0,1,1,0,Police,1,1,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,0,1
63b58a215008d56279ac5b825ef0da7e,Environment and climate,0,0,0,0,0,0,0,0,0,1,0,0,Police,1,0,0,0,0,0,0,0,Strongly agree,Agree,0,0,0,0,1,0
edcb55ebe2b11a65e246d794aa9d2186,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
cdd98c3eec8156b8e0d84bf26cea57a4,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
b3fda164c29005d79926b3155f1523eb,Promoting and supporting Toronto businesses,0,0,0,0,0,0,1,0,0,0,0,0,Environment and climate,0,0,0,1,0,0,0,0,Agree,Agree,0,0,1,0,0,0
825e90b42dfdda57ea0ee283bc5b905c,TTC and Wheel Trans,0,0,1,1,0,1,0,0,0,0,1,0,Promoting and supporting Toronto businesses,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
4bb6eacaeef5abf2b64c874a851d1937,"Garbage, recycling and green bin",0,0,0,0,0,0,0,0,0,1,0,0,Promoting and supporting Toronto businesses,0,0,0,0,1,0,0,0,Agree,Agree,1,0,0,0,0,0
95dc6f602c449b723c586f71f129c0e0,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
1b1bb423e5f02ff8c12bbfcbf5de3429,Long-term care homes and services for seniors,0,0,0,0,0,0,0,0,0,0,0,1,Affordable housing and shelters,0,0,0,1,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,0,1
689b1684094b73ebaaf1ce568cc420df,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
6e13880496de7124eb5812497ff08737,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
f6ffb5d5fbd242accb93de54aca14e7d,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
849e30c780571dfdd117543385d907ca,Police,0,1,0,1,1,1,0,1,1,1,1,1,Parking,0,0,1,0,0,0,0,1,Strongly agree,Strongly agree,1,1,0,0,1,1
a0effa2659b48f918dfdc2d77eb4aaed,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
d19241ef6dfee942b7b1a41319bd661d,Employment and social services,0,0,1,0,1,1,0,1,1,1,1,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
11ac8ec034a5320bde9614f0a22fec8f,Affordable housing and shelters,0,0,1,0,0,0,1,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,0,1,1,0,0,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0
0763cafd8ee4c268c24d73a4e8407823,Affordable housing and shelters,0,0,0,0,1,0,0,1,1,0,0,0,Promoting and supporting Toronto businesses,1,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,1,1,1,0
8b09441540a65376bf58efa3d950ce93,TTC and Wheel Trans,0,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,1,0,0,Strongly agree,Strongly agree,1,0,0,0,1,0
320d4c836908dd183845607e939218a4,TTC and Wheel Trans,0,0,0,0,0,0,0,0,0,1,1,0,Affordable housing and shelters,0,0,0,0,0,0,0,1,Strongly agree,Strongly agree,1,1,1,1,1,0
9fb6daabef06bbf3603d4e3737c95cd7,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
63900632d7da00d26c1fd52b837a576e,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
7b192aca612973f3f339c3eedfa26ac5,Employment and social services,0,0,0,0,1,0,1,0,1,0,0,0,Animal services,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
e28fef003b7e6f41848f31e41bca44d4,"Maintaining roads, bike lanes and sidewalks",0,0,0,1,0,1,0,1,1,0,0,0,Promoting and supporting Toronto businesses,0,0,0,1,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
7e586306c3fd62bcdebae3eebcf01894,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
26f2ebf877c44b0c264f58697f424318,Police,0,0,0,0,0,0,0,1,0,1,1,0,TTC and Wheel Trans,1,1,1,0,1,1,1,0,Agree,Strongly agree,0,0,0,1,1,1
473ad14fe08f710a9f60e6b9c0d08180,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
14d84d6c26237d6e19f6551615c564d1,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
a0a5014f2cd86658dbdbedec7d077977,Police,0,1,1,0,1,1,0,1,1,1,1,0,"Maintaining roads, bike lanes and sidewalks",1,1,1,1,0,0,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0
995f8ee86dfde3e69616a2cf2db4c9f3,"Maintaining roads, bike lanes and sidewalks",1,0,1,1,1,1,1,1,1,0,1,0,Promoting and supporting Toronto businesses,1,1,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
4e64e2b4a5d506e230903c83cb86ad2d,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
a5e4a2b303c01810ac3ae6660a1746ff,TTC and Wheel Trans,1,0,0,1,0,1,0,1,1,1,1,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Strongly agree,0,1,0,1,0,0
ed00f984eaf3068624025e09ec708993,Public health,0,0,0,0,0,0,0,0,0,0,0,1,Animal services,1,0,0,0,0,0,0,0,Agree,Agree,0,0,0,0,1,0
4a691496e356364d4ca2c4919ddce52d,Environment and climate,0,0,0,0,0,0,0,0,0,1,0,0,Parking,0,0,1,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
9de6163179f1d12bb97a68b39f843ab1,Public health,0,0,0,0,0,1,0,0,0,1,0,0,Environment and climate,1,0,0,0,1,1,0,0,Strongly agree,Strongly agree,1,1,1,1,1,0
73c1e22a77dd8eab68d633250148ebe2,Affordable housing and shelters,0,1,1,0,1,1,0,0,0,0,0,0,Police,1,1,0,0,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
98dde9846f3ad1fd2a4282d0b6635bc4,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
c2db92c438d25c01c72b4b444321560b,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
9ae946c78e15e486dcf5fd07df9bfd99,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
9d0cdac78cc65b7d29541b799f384d09,Building permits and inspections,0,0,1,0,0,0,0,0,0,0,0,0,"Arts, culture, entertainment and attractions",1,0,0,0,0,0,0,0,Agree,Agree,1,1,1,1,1,0
f988419ec0f5d96dfa70cc2da2b3aa94,Planning and development,0,0,0,1,0,0,1,0,1,0,1,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
9e0c0d245f705b9ff15e920ebb46956c,TTC and Wheel Trans,1,1,1,1,1,1,1,1,1,1,1,0,Environment and climate,1,1,0,1,0,0,0,0,Agree,Strongly agree,1,1,1,1,1,0
a571c8063093e0b42dc0ad3d6f856eef,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
3772b3a5efdc15ba7d2fb422198fdb5b,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
33b6a9d9c3b67dcd9a24744c3d126579,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
e057f981817978b4bfeb9787cbefffe9,Parking,0,0,0,0,0,0,0,0,0,0,0,1,"Community grants, partnerships and programs for youth",0,0,0,0,0,0,0,1,Strongly agree,Strongly agree,0,0,0,0,0,1
e1d8ea285c6b7b59c65a63961b50813d,Environment and climate,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
fbc8d7d283cb3a1a361ce18d6ba60ee4,Affordable housing and shelters,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
ef61ab787c93e2459383e0e758a21d44,"Maintaining roads, bike lanes and sidewalks",1,0,0,1,0,1,0,1,0,0,0,1,Environment and climate,0,0,0,0,0,1,0,1,Strongly agree,Strongly agree,0,0,0,0,1,0
546a84fc959230582b9ca98040e00427,Long-term care homes and services for seniors,0,0,1,0,1,1,0,0,0,1,1,0,Environment and climate,1,1,0,1,0,1,0,0,Disagree,Agree,1,1,0,0,1,0
e0b4f4fd62839acee55daba3467b5fd7,Planning and development,0,0,0,1,0,0,1,0,1,0,1,1,Affordable housing and shelters,0,0,0,0,0,1,0,0,Undecided / Don’t Know,Undecided / Don’t Know,0,0,0,0,0,0
69dad035888c93bf3b329beaa1be30ed,Affordable housing and shelters,0,0,0,0,0,0,0,0,0,1,0,0,"Maintaining roads, bike lanes and sidewalks",0,1,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
11c653388d61f597a638782d7f66aafc,Police,0,1,1,0,0,0,0,1,0,1,0,0,"Arts, culture, entertainment and attractions",1,1,1,0,0,1,0,0,Agree,Strongly agree,1,1,1,1,1,0
d176e9b1faae406b715e08b474b14a14,Long-term care homes and services for seniors,0,0,1,0,1,1,0,0,0,0,0,0,Affordable housing and shelters,0,1,0,0,0,0,0,0,Agree,Agree,0,0,0,0,1,0
7631fbbf421333ed23e4eebb720e37c5,"Maintaining roads, bike lanes and sidewalks",1,0,1,1,1,0,1,1,1,1,1,0,Police,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,1,0,1,0,1,1
0a181ff1e2d35b9e619ddb08e59860a8,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
4233d57da438c7adf9053ee2ee028622,Police,0,1,1,0,0,0,1,1,1,1,1,0,Environment and climate,0,1,0,1,0,0,0,0,Agree,Agree,0,0,1,1,0,0
fa33642e83fcdd4798f2742ee86c2781,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
47d14692a8965442b798a97951537ec1,Environment and climate,1,0,0,1,0,1,1,1,1,0,1,0,Parking,1,0,1,0,0,0,0,1,Strongly agree,Strongly agree,1,0,0,0,0,0
acdaee34389f10c60f6ef70f939820ce,Affordable housing and shelters,0,0,1,0,1,1,1,1,1,0,0,0,"Community grants, partnerships and programs for youth",1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,1,1,0
87ea3783403d1a664ae83e6c3e062e05,Affordable housing and shelters,0,0,0,0,0,1,1,0,0,1,0,1,Police,1,0,0,1,0,1,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
e6bc982bde06e09f66c5bec615a0acc7,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
7b57a3ad0a107e963fb9af2fcc97d3f0,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
bbb203ebcb08010761ee89a6edbc9a3d,Affordable housing and shelters,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
4ec985a2cac3a02661157cd69c2649b9,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
5b00f6ecc74dbb30a93b73a7839bc2f6,Affordable housing and shelters,1,1,1,0,1,1,1,0,0,1,1,0,Police,0,1,1,0,0,1,0,0,Undecided / Don’t Know,Agree,0,1,0,0,0,0
0cfa51787c0a45c5309107b4fe975f01,Affordable housing and shelters,0,0,0,0,1,1,1,0,0,0,0,0,Parking,1,0,0,0,0,0,0,0,Strongly agree,Strongly agree,0,0,0,0,1,0
9e812b98a43fd33c51af0bc9f8a62959,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,0,0,1,Strongly agree,Strongly agree,1,1,0,0,1,0
947c391e01489116ea5e979de8c320bc,TTC and Wheel Trans,1,0,1,1,1,1,1,1,1,1,1,0,Parking,1,1,1,0,0,0,0,1,Agree,Strongly agree,1,1,1,1,0,0
b30005565a723506c219b8e071eff8ed,TTC and Wheel Trans,1,1,1,1,1,1,1,1,1,1,1,0,Police,1,1,0,0,0,0,0,0,Strongly agree,Strongly agree,1,0,1,1,1,0
cbeaffc98598e4197ec35eab952522cc,TTC and Wheel Trans,1,0,1,1,0,0,0,0,1,1,1,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
e8462012479c929b4c0948215d011aec,Planning and development,0,0,1,1,1,1,1,1,1,0,1,0,Promoting and supporting Toronto businesses,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
2437bebaeec2e4c9e4980bee85a05f77,Planning and development,1,1,1,1,1,1,1,1,1,1,1,0,Police,1,1,1,0,0,1,1,0,Strongly agree,Strongly agree,1,1,1,1,1,0
52a6fd26ac635b7bd93c259780bd7b95,Affordable housing and shelters,0,0,1,0,1,1,1,1,0,1,1,0,"Arts, culture, entertainment and attractions",1,0,1,1,0,0,0,0,Strongly agree,Strongly agree,1,1,1,1,1,1
18e36f54246ef97ca5eb24fd93786179,TTC and Wheel Trans,0,0,1,1,0,0,0,0,0,1,0,0,Libraries,1,1,1,1,0,1,0,0,Disagree,Disagree,1,0,0,0,0,0
4d50e07da503c619d2e4894343e8b971,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,None,None,0,0,0,0,0,0
bb8bdb1991e9cf0eca9281fb58a33f89,"Arts, culture, entertainment and attractions",1,1,0,0,1,0,1,0,1,0,1,0,Police,1,1,1,0,0,1,0,0,Strongly agree,Strongly agree,1,1,0,0,1,0
e7ff53079976d682c5ccb9d82e8977d4,TTC and Wheel Trans,1,0,1,1,1,1,1,0,0,1,0,0,Parking,1,1,1,0,1,0,0,0,Strongly agree,Strongly agree,0,0,1,1,0,0
